,code,자산,유동자산,부채,유동부채,이익잉여금,자본총계,영업이익,매출액,매출총이익,영업활동으로인한현금흐름,투자활동으로인한현금흐름,재무활동으로인한현금흐름,당기순이익,이자비용,법인세비용,매출총이익률,영업이익률,당기순이익률,roe,ebit
93,069730,206252815744,86633728790,59997585302,54655368335,135625311003,146255230442,3534042581,176206566779,16318265208,12729486727,-13155060661,-779476163,5279450700,558362628,869652825,9.26087234221329,2.005624787771066,2.9961713666560104,3.609751722413549,6707466153.0
94,339950,51882537333,13497820831,20216438229,11837616035,4403027782,31666099104,6763830967,45257135476,32715611656,8605791294,-385589701,-3835329453,1263817107,341920473,1193465144,72.2882951205544,14.94533601355941,2.7925256287380495,3.9910729226523425,2799202724.0
95,020400,106206685255,32010395021,70231291210,53041125720,17263391292,35975394045,2941199098,111119943355,8067756494,8288048405,-2423985416,-165880545,1523659168,1474869456,199103515,7.2604037136930195,2.646868788083896,1.3711842554961498,4.235281387311904,3197632139.0
96,357250,296808413266,5641489462,199481788469,1948825294,-775358536,97326624797,4468321938,7868321503,0,3134991803,-243350096794,245834743333,-775358536,5254374756,0,0.0,56.78875648759825,-9.854179645612787,-0.7966561438015671,4479016220.0
97,101680,73694808906,51924084516,30388698596,28088727792,-10242703033,43306110310,-12601486325,17167829459,-7567243539,-1680771829,1193028536,1485806612,-12968876264,27415790,0,-44.07804467694649,-73.40174455422402,-75.54173516793205,-29.94698939979678,-12941460474.0
98,318410,75788865343,39196776371,6828289419,3873432542,14952642777,68960575924,4669240044,21271872716,7619164587,5216565571,-10818078419,27832251594,8521078375,22753393,629345114,35.818024528085466,21.950300786107807,40.05796052263291,12.356448972222768,9173176882.0
99,122350,437613893225,143017541285,289275370962,207374340808,88843208035,148338522263,-3090907501,326094388616,28364266007,48911797230,-55207120359,11726504178,-5778962099,5196896124,-1548306627,8.698176662095527,-0.9478566969883587,-1.7721746527215316,-3.8957932240649287,-2130372602.0
100,033270,353433062527,180923770586,76542018608,59790730874,269847709330,276891043919,40125938480,215949552653,125191994198,36962044551,-33726597866,-1782460856,26613256986,575542802,9037024904,57.97279626652694,18.58116304805532,12.323830570171957,9.611454602982853,36225824692.0
101,017000,173860624854,133909038770,98997193935,55754029192,23306009123,74863430919,3126194151,123807109583,9760700306,-10675298760,198295847,9884503320,-14314964341,2437629302,-227177930,7.883796285104652,2.5250522054262214,-11.562312042672541,-19.121437750412966,-12104512969.0
102,008470,93481148843,0,16499643274,0,66165801692,76981505569,5883218676,100596491168,19088238412,5675123312,-6610359147,-2472554195,5455385608,16703069,1580306443,18.975053891414472,5.84833388092513,5.423037667277377,7.086618490606465,7052395120.0
103,005800,365719017930,177708379250,54395465288,45599022983,250725061838,311323552642,449147426,177639796886,102538330880,8981716178,8902663998,17874149107,2984651030,281224664,720901354,57.72261209339469,0.25284166829364224,1.6801702559451779,0.9586974723470849,3986777048.0
104,035200,37436424625,22592127919,3247905350,3034825856,29263847311,34188519275,1574454537,24310650567,4902545976,4106668339,-4257861503,-1861633751,1492057131,1943865,354813388,20.166247556759593,6.476398205226196,6.137462783597255,4.364205185367743,1848814384.0
